Category_ID,Total_Impact,Avg_Beta,A_mean
2348,4.433792098860243e-05,1.418990820738103,3.1246094e-05
1220,4.426838892175685e-05,0.03219921594270505,0.0013748282
73,4.4128557811002936e-05,0.9415269442835522,4.686914e-05
366,4.40968420082135e-05,0.35281883226594246,0.00012498438
1101,4.387866715208618e-05,0.1170244096234601,0.00037495312
879,4.387398515057501e-05,0.12209938979694261,0.0003593301
336,4.380359117588525e-05,0.7009450647215041,6.249219e-05
97,4.360220317569361e-05,1.3954449078965987,3.1246094e-05
1638,4.3434205167602835e-05,0.6950341498277208,6.249219e-05
368,4.317271630727708e-05,0.30704434590246604,0.00014060743
792,4.307011049290392e-05,0.04519396188151627,0.00095300586
520,4.276372754114027e-05,0.4562034622842923,9.373828e-05
396,4.253704100060548e-05,0.1361355489407576,0.00031246094
2701,4.2224632206443854e-05,0.019727841885689962,0.0021403574
2239,4.2049962922004e-05,0.897178042091362,4.686914e-05
1396,4.2020138870778254e-05,0.26896251065789173,0.00015623047
2685,4.1715145138524235e-05,0.33376287564622126,0.00012498438
132,4.163781852666504e-05,0.19036810279127298,0.00021872266
2527,4.144713452173149e-05,0.18949629553680322,0.00021872266
2141,4.1430388958213085e-05,0.06978622224648376,0.00059367577
292,4.1374981126911804e-05,0.2648329848823029,0.00015623047
822,4.128277364937796e-05,0.6606069427357091,6.249219e-05
2105,4.086440023587947e-05,0.03583080017674516,0.0011404825
1458,4.074390634734703e-05,0.23708508410303583,0.00017185352
62,4.0465128764597515e-05,0.323761494656626,0.00012498438
1258,4.044929124332772e-05,0.6472695572983537,6.249219e-05
674,4.025407425723881e-05,0.3680832482163827,0.00010936133
2167,4.024531432523276e-05,0.040889239506760766,0.000984252
2572,4.0202081098101784e-05,0.25732548621673235,0.00015623047
152,4.0155314621506335e-05,0.16064133585113122,0.00024996875
339,4.002281843611292e-05,0.17078537449682818,0.0002343457
115,3.999822012293778e-05,0.06919475535478282,0.0005780528
937,3.9642869770002946e-05,0.3624943944882225,0.00010936133
1502,3.952019062808306e-05,1.2648041785605049,3.1246094e-05
194,3.9512981840403194e-05,0.0351270394289438,0.0011248594
1795,3.938925467579832e-05,0.6303068521756032,6.249219e-05
1765,3.934561425640907e-05,0.5036868262774841,7.8115234e-05
918,3.924150367383681e-05,0.2511770221075081,0.00015623047
1785,3.907396596641782e-05,0.25010464672683996,0.00015623047
2619,3.895907686645579e-05,0.6234231468830255,6.249219e-05
461,3.8671266133874795e-05,0.3094087997743209,0.00012498438
2168,3.858989593969213e-05,0.41167702511296755,9.373828e-05
732,3.839588846201327e-05,0.3072055030257646,0.00012498438
1945,3.837580635033761e-05,0.3509083667925861,0.00010936133
1987,3.836399475913768e-05,0.1534751607547606,0.00024996875
104,3.833840604794302e-05,0.6134911724632502,6.249219e-05
1150,3.831592432914398e-05,0.49050514742163637,7.8115234e-05
856,3.82425577744134e-05,0.4079716214287075,9.373828e-05
2562,3.820980248902575e-05,0.15285831457929985,0.00024996875
1356,3.820744791143545e-05,0.1746844486278354,0.00021872266
876,3.76645739806418e-05,0.038267207306888526,0.000984252
2010,3.750973465554482e-05,0.2400923147372695,0.00015623047
2689,3.749081440581919e-05,1.1998560220613121,3.1246094e-05
90,3.738564786464985e-05,0.10404262972171088,0.0003593301
1826,3.730554724509613e-05,0.39797559273218813,9.373828e-05
501,3.687210962342093e-05,2.360109988482912,1.5623047e-05
2482,3.6780937831309576e-05,0.1681624446618428,0.00021872266
1013,3.673948549427725e-05,0.3919368457510732,9.373828e-05
70,3.655114172561846e-05,0.155971035319787,0.0002343457
2347,3.632233980384984e-05,0.4649840752147705,7.8115234e-05
385,3.5996016525053704e-05,0.32914756903171655,0.00010936133
25,3.59365235528892e-05,0.03710040356946482,0.0009686289
2134,3.5927794840128025e-05,0.2555184665215442,0.00014060743
2574,3.587832839764952e-05,0.11482500466878422,0.00031246094
641,3.5797721322921704e-05,0.38189010519941363,9.373828e-05
1978,3.564350054263632e-05,0.1342040665710006,0.0002655918
1104,3.562476681866146e-05,0.45605402469588163,7.8115234e-05
438,3.557060896944216e-05,1.1384017673872862,3.1246094e-05
587,3.537786517388455e-05,0.05266200892557049,0.00067179103
41,3.523260902997191e-05,1.127584417344157,3.1246094e-05
1310,3.513836078623845e-05,0.08330134012650486,0.00042182227
352,3.504806528524436e-05,0.24926183018141213,0.00014060743
2495,3.503586445188047e-05,0.280321950969593,0.00012498438
2580,3.497065046325682e-05,0.05739490934071324,0.0006092988
2589,3.495784469461529e-05,1.1187908595713991,3.1246094e-05
468,3.4951394495636934e-05,0.4474337813804002,7.8115234e-05
865,3.493372129451621e-05,0.054537503909781425,0.0006405449
2424,3.4895463772179945e-05,0.5583972102667049,6.249219e-05
804,3.482421152566045e-05,0.06555964945533192,0.0005311836
1299,3.480706188227468e-05,0.048433268619940496,0.0007186602
2598,3.459712047337646e-05,0.08517278857942524,0.00040619922
1613,3.440020854173785e-05,0.24465427320879402,0.00014060743
595,3.429931795872788e-05,0.046711290834194105,0.00073428324
1722,3.379261423520231e-05,0.3604996219963684,9.373828e-05
1807,3.377902582986713e-05,0.015443770118950461,0.0021872267
2098,3.32623696935617e-05,0.7096859460338029,4.686914e-05
2555,3.315238358438191e-05,0.10610089070112215,0.00031246094
965,3.265697088142439e-05,0.05806409186808963,0.0005624297
2184,3.259382198438904e-05,0.6954218115832509,4.686914e-05
